code,name,price,category,brand,cpu1,cpu2,cpu3,ram,disk,vga1,vga2,screen1,screen2,design,size,release,rating,img,full_name
220042001475,Laptop,39990000, Laptop , MSI ,i7,1185G7,3GHz,16 GB,1 TB SSD NVMe PCIe Gen4x4,Card tích hợp,Intel Iris Xe,"13.4""",Full HD+ (1920 x 1200),Vỏ kim loại nguyên khối,Dài 300.2 mm - Rộng 222.25 mm - Dày 14.9 mm - Nặng 1.35 kg,Dài 300.2 mm - Rộng 222.25 mm - Dày 14.9 mm - Nặng 1.35 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/246951/Slider/vi-vn-msi-summit-e13-flip-i7-211vn-3.jpg,"Laptop  MSI  i7 1185G7 3GHz 16 GB Card tích hợp Intel Iris Xe 13.4"" Full HD+ (1920 x 1200)"
220042001571,Laptop,39990000, Laptop , Acer ,i7,11800H,2.30 GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3060 6GB,"15.6""",QHD (2560 x 1440),Vỏ nhựa - nắp lưng bằng kim loại,Dài 363 mm - Rộng 255 mm - Dày 22.9 mm - Nặng 2.3 kg,Dài 363 mm - Rộng 255 mm - Dày 22.9 mm - Nặng 2.3 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/250727/Slider/vi-vn-acer-predator-helios-ph315-54-75yd-i7-nhqc2sv002-2.jpg,"Laptop  Acer  i7 11800H 2.30 GHz 16 GB Card rời RTX 3060 6GB 15.6"" QHD (2560 x 1440)"
220042001764,Laptop,39990000, Laptop , Acer ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3070 8GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265461/Slider/vi-vn-acer-nitro-5-an515-45-r9sc-r7-nhqbrsv001-3.jpg,"Laptop  Acer  Ryzen 7 5800H 3.2GHz 8 GB Card rời RTX 3070 8GB 15.6"" Full HD (1920 x 1080)"
220042001424,Laptop,39990000, Laptop , MacBook ,Apple M1,,,16 GB,256 GB SSD,Card tích hợp,8 nhân GPU,"13.3""",Retina (2560 x 1600),Vỏ kim loại nguyên khối,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,4.8,https://cdn.tgdd.vn/Products/Images/44/239560/Slider/vi-vn-apple-macbook-pro-m1-2020-z11b000ct-3.jpg,"Laptop  MacBook  Apple M1   16 GB Card tích hợp 8 nhân GPU 13.3"" Retina (2560 x 1600)"
220042001897,Laptop,35990000, Laptop , Dell ,i7,11800H,2.30 GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357.26 mm - Rộng 272.11 mm - Dày 25.33 mm - Nặng 2.81 kg,Dài 357.26 mm - Rộng 272.11 mm - Dày 25.33 mm - Nặng 2.81 kg,0.0,//cdn.tgdd.vn/Products/Images/44/271541/dell-gaming-g15-5511-i7-p105f006bgr-03.jpg,"Laptop  Dell  i7 11800H 2.30 GHz 16 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001715,Laptop,34990000, Laptop , MSI ,i7,1185G7,3GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,GTX 1650 Max-Q 4GB,"15.6""",Full HD (1920 x 1080),Vỏ kim loại,Dài 356.8 mm - Rộng 233.7 mm - Dày 16.9 mm - Nặng 1.69 kg,Dài 356.8 mm - Rộng 233.7 mm - Dày 16.9 mm - Nặng 1.69 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/261961/Slider/vi-vn-msi-prestige-15-a11sc-i7-052vn-02.jpg,"Laptop  MSI  i7 1185G7 3GHz 16 GB Card rời GTX 1650 Max-Q 4GB 15.6"" Full HD (1920 x 1080)"
220042001321,Laptop,34990000, Laptop , Lenovo ,i7,1165G7,2.8GHz,16 GB,1 TB SSD M.2 PCIe,Card tích hợp,Intel Iris Xe,"13.3""",QHD (2560 x 1600),Mặt lưng Carbon - Chiếu nghỉ tay bằng Nhôm Magie,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,4.0,https://cdn.tgdd.vn/Products/Images/44/234364/Slider/1-800x444.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 13.3"" QHD (2560 x 1600)"
220042001673,Laptop,33990000, Laptop , MSI ,i7,11800H,2.30 GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Nắp lưng và chiếu nghỉ tay bằng kim loại,Dài 359 mm - Rộng 259 mm - Dày 23.95 mm - Nặng 2.25 kg,Dài 359 mm - Rộng 259 mm - Dày 23.95 mm - Nặng 2.25 kg,2.0,https://cdn.tgdd.vn/Products/Images/44/256566/Slider/vi-vn-msi-gaming-pulse-gl66-11udk-i7-816vn-3.jpg,"Laptop  MSI  i7 11800H 2.30 GHz 16 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001896,Laptop,33990000, Laptop , Dell ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357.26 mm - Rộng 272.11 mm - Dày 25.33 mm - Nặng 2.81 kg,Dài 357.26 mm - Rộng 272.11 mm - Dày 25.33 mm - Nặng 2.81 kg,0.0,//cdn.tgdd.vn/Products/Images/44/271540/dell-gaming-g15-5511-i7-p105f006agr-3-1.jpg,"Laptop  Dell  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001285,Laptop,34990000, Laptop , MacBook ,Apple M1,,,8 GB,256 GB SSD,Card tích hợp,8 nhân GPU,"13.3""",Retina (2560 x 1600),Vỏ kim loại nguyên khối,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,4.8,https://cdn.tgdd.vn/Products/Images/44/231253/Slider/vi-vn-apple-macbook-pro-2020-m1-myd82saa-3a.jpg,"Laptop  MacBook  Apple M1   8 GB Card tích hợp 8 nhân GPU 13.3"" Retina (2560 x 1600)"
220042001577,Laptop,32990000, Laptop , Asus ,i7,11370H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3060 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,3.0,https://cdn.tgdd.vn/Products/Images/44/251247/Slider/vi-vn-asus-tuf-gaming-fx516pm-i7-hn002t-3.jpg,"Laptop  Asus  i7 11370H 3.3GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)"
220042001892,Laptop,32990000, Laptop , Dell ,Ryzen 7,5800H,3.2GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357.2 mm - Rộng 272.1 mm - Dày 25 mm - Nặng 2.81 kg,Dài 357.2 mm - Rộng 272.1 mm - Dày 25 mm - Nặng 2.81 kg,0.0,//cdn.tgdd.vn/Products/Images/44/271089/dell-gaming-g15-5515-r7-70266675-3.jpg,"Laptop  Dell  Ryzen 7 5800H 3.2GHz 16 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001763,Laptop,33990000, Laptop , Acer ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3060 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/265460/Slider/vi-vn-acer-nitro-5-gaming-an515-45-r86d-r7-nhqbcsv005-3.jpg,"Laptop  Acer  Ryzen 7 5800H 3.2GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)"
220042001732,Laptop,32990000, Laptop , Asus ,i7,11370H,3.3GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3060 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/264027/Slider/vi-vn-asus-tuf-gaming-fx516pm-i7-hn002w-3.jpg,"Laptop  Asus  i7 11370H 3.3GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)"
220042001445,Laptop,32490000, Laptop , MSI ,i7,10750H,2.6GHz,16 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3060 Max-Q 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,4.4,https://cdn.tgdd.vn/Products/Images/44/242200/Slider/vi-vn-msi-gf65-10ue-i7-228vn-2.jpg,"Laptop  MSI  i7 10750H 2.6GHz 16 GB Card rời RTX 3060 Max-Q 6GB 15.6"" Full HD (1920 x 1080)"
220042001457,Laptop,31990000, Laptop , Dell ,i7,10750H,2.6GHz,16 GB,512 GB SSD NVMe PCIe,Card rời,GTX 1660Ti 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 364.46 mm - Rộng 254 mm - Dày 30.96 mm - Nặng 2.58 kg,Dài 364.46 mm - Rộng 254 mm - Dày 30.96 mm - Nặng 2.58 kg,3.0,https://cdn.tgdd.vn/Products/Images/44/244385/Slider/vi-vn-dell-g3-15-i7-p89f002bwh-2.jpg,"Laptop  Dell  i7 10750H 2.6GHz 16 GB Card rời GTX 1660Ti 6GB 15.6"" Full HD (1920 x 1080)"
220042001854,Laptop,32490000, Laptop , HP ,i7,11800H,2.30 GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050Ti 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270095/Slider/vi-vn-hp-gaming-victus-16-d0198tx-i7-4r0u0pa-3.jpg,"Laptop  HP  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050Ti 4GB 16.1"" Full HD (1920 x 1080)"
220042001489,Laptop,32990000, Laptop , Acer ,i5,11400H,2.7GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3060 6GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/247312/Slider/acer-nitro-5-gaming-an515-57-5831-i5-nhqdgsv003-270721-1044371.jpg,"Laptop  Acer  i5 11400H 2.7GHz 8 GB Card rời RTX 3060 6GB 15.6"" Full HD (1920 x 1080)"
220042001581,Laptop,32990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,4.0,https://cdn.tgdd.vn/Products/Images/44/251416/Slider/vi-vn-asus-zenbook-ux482ea-i5-ka081t-3.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001663,Laptop,32990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/255618/Slider/vi-vn-asus-zenbook-ux482ea-i5-ka274t-3.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001879,Laptop,32990000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,Dài 324 mm - Rộng 222 mm - Dày 17.3 mm - Nặng 1.62 kg,0.0,//cdn.tgdd.vn/Products/Images/44/270920/asus-zenbook-ux482ea-i5-ka397w-3.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001872,Laptop,32590000, Laptop , HP ,i7,1165G7,2.8GHz,16 GB,1 TB SSD,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.237 kg,0.0,//cdn.tgdd.vn/Products/Images/44/270399/hp-envy-13-ba1534tu-i7-4u6m3pa-3.jpg,"Laptop  HP  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001843,Laptop,31990000, Laptop , Lenovo ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 362.56 mm - Rộng 260.61 mm - Dày 25.75 mm - Nặng 2.4 kg,Dài 362.56 mm - Rộng 260.61 mm - Dày 25.75 mm - Nặng 2.4 kg,4.2,https://cdn.tgdd.vn/Products/Images/44/269607/Slider/vi-vn-lenovo-gaming-legion-5-15ach6-r7-82jw00kmvn-3.jpg,"Laptop  Lenovo  Ryzen 7 5800H 3.2GHz 8 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001628,Laptop,30990000, Laptop , Dell ,i7,1165G7,2.8GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 kg,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 kg,2.0,https://cdn.tgdd.vn/Products/Images/44/252808/Slider/vi-vn-dell-latitude-3520-i7-70261780-3.jpg,"Laptop  Dell  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 15.6"" Full HD (1920 x 1080)"
220042001420,Laptop,33990000, Laptop , MacBook ,Apple M1,,,16 GB,256 GB SSD,Card tích hợp,7 nhân GPU,"13.3""",Retina (2560 x 1600),Vỏ kim loại nguyên khối,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,Dài 304.1 mm - Rộng 212.4 mm - Dày 4.1 mm đến 16.1 mm - Nặng 1.29 kg,4.5,https://cdn.tgdd.vn/Products/Images/44/239552/Slider/vi-vn-apple-macbook-air-m1-2020-z124000de-2.jpg,"Laptop  MacBook  Apple M1   16 GB Card tích hợp 7 nhân GPU 13.3"" Retina (2560 x 1600)"
220042001912,Laptop,30490000, Laptop , MSI ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,"NVIDIA GeForce RTX 3050Ti Max-Q, 4GB","15.6""",Full HD (1920 x 1080),Vỏ kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/273213/Slider/vi-vn-msi-gaming-gf63-thin-11ud-i7-648vn-03.jpg,"Laptop  MSI  i7 11800H 2.30 GHz 8 GB Card rời NVIDIA GeForce RTX 3050Ti Max-Q, 4GB 15.6"" Full HD (1920 x 1080)"
220042001845,Laptop,29990000, Laptop , Dell ,Ryzen 7,5800H,3.2GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 357 mm - Rộng 272 mm - Dày 25 mm - Nặng 2.81 kg,Dài 357 mm - Rộng 272 mm - Dày 25 mm - Nặng 2.81 kg,2.0,https://cdn.tgdd.vn/Products/Images/44/269650/Slider/vi-vn-dell-gaming-g15-5515-r7-70266674-3.jpg,"Laptop  Dell  Ryzen 7 5800H 3.2GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001446,Laptop,29990000, Laptop , MSI ,i7,11800H,2.30 GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm - Nặng 2.1 kg,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm - Nặng 2.1 kg,3.0,https://cdn.tgdd.vn/Products/Images/44/242201/Slider/vi-vn-msi-gf66-11uc-i7-224vn-12jpg.jpg,"Laptop  MSI  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001656,Laptop,29990000, Laptop , MSI ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3050 4GB,"17.3""",Full HD (1920 x 1080),Vỏ nhựa,Dài 398 mm - Rộng 273 mm - Dày 25.2 mm - Nặng 2.6 kg,Dài 398 mm - Rộng 273 mm - Dày 25.2 mm - Nặng 2.6 kg,5.0,https://cdn.tgdd.vn/Products/Images/44/255289/Slider/vi-vn-msi-katana-gf76-11uc-i7-441vn-2.jpg,"Laptop  MSI  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 17.3"" Full HD (1920 x 1080)"
220042001815,Laptop,30490000, Laptop , HP ,i7,11800H,2.30 GHz,8 GB,512 GB SSD NVMe PCIe,Card rời,RTX 3050 4GB,"16.1""",Full HD (1920 x 1080),Vỏ nhựa,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.46 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/269042/Slider/vi-vn-hp-gaming-victus-16-d0199tx-i7-4r0u1pa-3.jpg,"Laptop  HP  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050 4GB 16.1"" Full HD (1920 x 1080)"
220042001884,Laptop,30490000, Laptop , Asus ,i5,1135G7,2.4GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Hợp kim Lithium-Magie,Dài 320 mm - Rộng 203 mm - Dày 14.9 mm - Nặng 1.01 kg,Dài 320 mm - Rộng 203 mm - Dày 14.9 mm - Nặng 1.01 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270924/Slider/vi-vn-asus-expertbook-b9400cea-i5-kc1013w-03.jpg,"Laptop  Asus  i5 1135G7 2.4GHz 8 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001265,Laptop,30690000, Laptop , HP ,i7,1165G7,2.8GHz,8 GB,512 GB SSD NVMe PCIe,Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080),Vỏ kim loại nguyên khối,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.9 mm - Nặng 1.236 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/230240/Slider/hp-envy-13-ba1030tu-i7-2k0b6pa-121120-0902130.jpg,"Laptop  HP  i7 1165G7 2.8GHz 8 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080)"
220042001562,Laptop,29490000, Laptop , MSI ,i5,10500H,2.5GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,RTX 3060 Max-Q 6GB,"15.6""",Full HD (1920 x 1080),Nắp lưng và chiếu nghỉ tay bằng kim loại,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,3.0,https://cdn.tgdd.vn/Products/Images/44/250547/Slider/vi-vn-msi-gaming-gf65-thin-10ue-i5-286vn-2.jpg,"Laptop  MSI  i5 10500H 2.5GHz 16 GB Card rời RTX 3060 Max-Q 6GB 15.6"" Full HD (1920 x 1080)"
220042001580,Laptop,28990000, Laptop , Asus ,i7,11370H,3.3GHz,8 GB,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB),Card rời,RTX 3050 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa - nắp lưng bằng kim loại,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,Dài 360 mm - Rộng 252 mm - Dày 19.9 mm - Nặng 2 kg,4.0,https://cdn.tgdd.vn/Products/Images/44/251419/Slider/vi-vn-asus-tuf-gaming-fx516pc-i7-hn001t-3.jpg,"Laptop  Asus  i7 11370H 3.3GHz 8 GB Card rời RTX 3050 4GB 15.6"" Full HD (1920 x 1080)"
220042001800,Laptop,30990000, Laptop , Asus ,i7,1165G7,2.8GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp,Intel Iris Xe,"13.3""",Full HD (1920 x 1080) OLED,Vỏ kim loại nguyên khối,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm - Nặng 1.14 kg,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm - Nặng 1.14 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/267787/Slider/vi-vn-asus-zenbook-ux325ea-i7-kg658w-3.jpg,"Laptop  Asus  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 13.3"" Full HD (1920 x 1080) OLED"
220042001853,Laptop,29990000, Laptop , MSI ,i7,1195G7,2.9GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card rời,GTX 1650 Max-Q 4GB,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 319 mm - Rộng 219 mm - Dày 15.9 mm - Nặng 1.29 kg,Dài 319 mm - Rộng 219 mm - Dày 15.9 mm - Nặng 1.29 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270111/Slider/vi-vn-msi-prestige-14-a11sc-i7-202vn-3.jpg,"Laptop  MSI  i7 1195G7 2.9GHz 16 GB Card rời GTX 1650 Max-Q 4GB 14"" Full HD (1920 x 1080)"
220042001696,Laptop,30490000, Laptop , Acer ,i7,11800H,2.30 GHz,8 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card rời,RTX 3050Ti 4GB,"15.6""",Full HD (1920 x 1080),Vỏ nhựa,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,4.0,https://cdn.tgdd.vn/Products/Images/44/260058/Slider/vi-vn-acer-nitro-5-gaming-an515-57-720a-i7-nhqeqsv004-2.jpg,"Laptop  Acer  i7 11800H 2.30 GHz 8 GB Card rời RTX 3050Ti 4GB 15.6"" Full HD (1920 x 1080)"
220042001861,Laptop,29890000, Laptop , Lenovo ,i7,1165G7,2.8GHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))",Card tích hợp,Intel Iris Xe,"14""",Full HD (1920 x 1080),Vỏ kim loại,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/270145/Slider/vi-vn-lenovo-thinkbook-14s-yoga-itl-i7-20we007mvn-3.jpg,"Laptop  Lenovo  i7 1165G7 2.8GHz 16 GB Card tích hợp Intel Iris Xe 14"" Full HD (1920 x 1080)"
220042001776,Laptop,30290000, Laptop , HP ,Ryzen 7,5800U,1.9GHz,8 GB,256 GB SSD NVMe PCIe,Card tích hợp,Radeon,"13.3""",Full HD (1920 x 1080),Vỏ kim loại,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.3 kg,Dài 306.5 mm - Rộng 194.6 mm - Dày 16.4 mm - Nặng 1.3 kg,0.0,https://cdn.tgdd.vn/Products/Images/44/266157/Slider/vi-vn-hp-envy-x360-convert-13-ay1056au-r7-601q8pa-3.jpg,"Laptop  HP  Ryzen 7 5800U 1.9GHz 8 GB Card tích hợp Radeon 13.3"" Full HD (1920 x 1080)"
